,DateTime,Temperature,SensorTemp,SensorMoist
407,2017-10-05 16:44:09.520068,70.75,16949.15,13157.0
408,2017-10-05 16:44:10.543852,70.25,15873.02,13333.0
409,2017-10-05 16:44:11.583268,70.5,15625.0,12987.0
410,2017-10-05 16:44:12.622850,70.5,15151.52,13333.0
411,2017-10-05 16:44:13.662382,70.75,15384.62,13513.0
412,2017-10-05 16:44:14.701923,70.75,15625.0,12820.0
413,2017-10-05 16:44:15.725510,70.25,15873.02,13333.0
414,2017-10-05 16:44:16.765086,70.25,14705.88,13333.0
415,2017-10-05 16:44:17.804632,70.75,16949.15,13157.0
416,2017-10-05 16:44:18.844191,70.5,16666.67,12987.0
417,2017-10-05 16:44:19.867868,70.75,15625.0,13157.0
418,2017-10-05 16:44:20.907390,70.5,15625.0,13333.0
419,2017-10-05 16:44:21.946982,70.0,15625.0,13513.0
420,2017-10-05 16:44:22.986569,70.0,14492.75,13333.0
421,2017-10-05 16:44:24.026115,70.0,16393.44,13157.0
422,2017-10-05 16:44:25.049672,70.0,15625.0,13333.0
423,2017-10-05 16:44:26.089546,70.0,15625.0,13333.0
424,2017-10-05 16:44:27.128928,70.25,15625.0,13157.0
425,2017-10-05 16:44:28.168383,70.25,17241.38,13157.0
426,2017-10-05 16:44:29.191920,70.0,14492.75,13333.0
427,2017-10-05 16:44:30.231474,70.25,15151.52,13513.0
428,2017-10-05 16:44:31.271088,70.0,14925.37,13513.0
429,2017-10-05 16:44:32.310697,69.25,15625.0,13157.0
430,2017-10-05 16:44:33.350261,70.25,15384.62,12987.0
431,2017-10-05 16:44:34.374016,69.75,16949.15,13333.0
432,2017-10-05 16:44:35.413567,70.0,13513.51,13513.0
433,2017-10-05 16:44:36.453293,70.25,17241.38,13157.0
434,2017-10-05 16:44:37.492547,70.25,15384.62,12987.0
435,2017-10-05 16:44:38.516295,70.25,13513.51,13513.0
436,2017-10-05 16:44:39.555617,70.25,15873.02,13333.0
